date,dns,count
4/2/2023,motorsport.com,25
4/2/2023,msn.com,3
4/2/2023,mynet.com,27
4/2/2023,netgaste.com,1
4/2/2023,nevsehirkenthaber.com,8
4/2/2023,normhaber.com,2
4/2/2023,ntv.com.tr,56
4/2/2023,ntvspor.net,25
4/2/2023,odatv4.com,3
4/2/2023,olay.com.tr,4
4/2/2023,olay53.com,4
4/2/2023,olaymedya.com,2
4/2/2023,oncekorfez.com,1
4/2/2023,onedio.com,18
4/2/2023,osmancikhaber.com.tr,2
4/2/2023,ozgurkocaeli.com.tr,4
4/2/2023,patronlardunyasi.com,5
4/2/2023,posta.com.tr,7
4/2/2023,pusulagazetesi.com.tr,6
4/2/2023,rudaw.net,11
4/2/2023,sabah.com.tr,123
4/2/2023,sakaryayenihaber.com,2
4/2/2023,samsungazetesi.com,3
4/2/2023,samsunhaber.com,3
4/2/2023,sehrivangazetesi.com,1
4/2/2023,sesgazetesi.com.tr,1
4/2/2023,seskocaeli.com,1
4/2/2023,silivrihurhaber.com,1
4/2/2023,sol.org.tr,2
4/2/2023,sondakika.com,135
4/2/2023,sozcu.com.tr,98
4/2/2023,sporx.com,12
4/2/2023,star.com.tr,4
4/2/2023,surmelihaber.com,6
4/2/2023,t24.com.tr,12
4/2/2023,t54.com.tr,1
4/2/2023,takvim.com.tr,12
4/2/2023,tamindir.com,1
4/2/2023,tele1.com.tr,1
4/2/2023,tgrthaber.com.tr,3
4/2/2023,tokathaber.com.tr,1
4/2/2023,trthaber.com,10
4/2/2023,trtspor.com.tr,23
4/2/2023,turkgun.com,1
4/2/2023,turkiyegazetesi.com.tr,6
4/2/2023,turkiyeturizm.com,2
4/2/2023,twitter.com,3
4/2/2023,ulusal.com.tr,1
4/2/2023,urfadasin.com,2
4/2/2023,urfadegisim.com,3
4/2/2023,urfanatik.com,4
4/2/2023,urfapusula.com,2
4/2/2023,urfastar.com,2
4/2/2023,usakgundem.com,2
4/2/2023,vanekspres.com.tr,2
4/2/2023,virahaber.com,1
4/2/2023,vitrinhaber.com,8
4/2/2023,wanhaber.com,6
4/2/2023,yarin11.com,2
4/2/2023,yasemin.com,1
4/2/2023,yeniadimgazetesi.com,5
4/2/2023,yeniakit.com.tr,2
4/2/2023,yeniasir.com.tr,7
4/2/2023,yenicaggazetesi.com.tr,25
4/2/2023,yenigungazetesi.net,7
4/2/2023,yenihaberden.com,10
4/2/2023,yenikonya.com.tr,1
4/2/2023,yenimeram.com.tr,2
4/2/2023,yenisafak.com,5
4/2/2023,zhaber.com.tr,3
4/3/2023,61medya.com,1
4/3/2023,aa.com.tr,8
4/3/2023,abcgazetesi.com,9
4/3/2023,ahaber.com.tr,28
4/3/2023,ajansmanisa.com,9
4/3/2023,ajansspor.com,7
4/3/2023,akdenizmanset.com.tr,1
4/3/2023,aksam.com.tr,11
4/3/2023,aktifhaber.com,1
4/3/2023,anadoludabugun.com.tr,1
4/3/2023,antalyaekspres.com.tr,1
4/3/2023,aspor.com.tr,37
4/3/2023,aydindenge.com.tr,1
4/3/2023,aydinlik.com.tr,7
4/3/2023,balkangunlugu.com.tr,1
4/3/2023,basketdergisi.com,1
4/3/2023,basnews.com,1
4/3/2023,batmansonsoz.net,1
4/3/2023,beyazgazete.com,8
4/3/2023,beyazgundem.com,1
4/3/2023,beykozguncel.com,1
4/3/2023,birgun.net,20
4/3/2023,bitcoinsistemi.com,3
4/3/2023,bloomberght.com,8
4/3/2023,bnr.bg,7
4/3/2023,bodrumgundem.com,1
4/3/2023,bolugundem.com,7
4/3/2023,boluolay.com,5
4/3/2023,borsagundem.com,2
4/3/2023,bugunkocaeli.com.tr,1
4/3/2023,bursadabugun.com,2
4/3/2023,bursahakimiyet.com.tr,7
4/3/2023,buyuksivas.com,2
4/3/2023,canakkalegundem.net,1
4/3/2023,cepkolik.com,1
4/3/2023,cerkezkoybakis.com.tr,1
4/3/2023,ciddigazete.com,1
4/3/2023,cnnturk.com,39
4/3/2023,coin-turk.com,3
4/3/2023,coinkolik.com,1
4/3/2023,cointelegraph.com,2
4/3/2023,cryptonews.com,1
4/3/2023,cumhuriyet.com.tr,58
4/3/2023,dha.com.tr,5
4/3/2023,diken.com.tr,8
4/3/2023,diziler.com,1
4/3/2023,dogruhaber.com.tr,3
4/3/2023,dokuzeylul.com,1
4/3/2023,donanimhaber.com,4
4/3/2023,dunya.com,3
4/3/2023,dunyabulteni.net,2
4/3/2023,duzcedamla.com,3
4/3/2023,duzcetv.com,1
4/3/2023,ekonomist.com.tr,2
4/3/2023,elmas67.com,2
4/3/2023,enerjiportali.com,1
4/3/2023,enkocaeli.com,1
4/3/2023,ensonhaber.com,40
4/3/2023,ereglionder.com.tr,1
4/3/2023,erzurumgazetesi.com.tr,3
4/3/2023,esgundem26.com,1
4/3/2023,eurohoops.net,5
4/3/2023,evrensel.net,1
4/3/2023,f5haber.com,1
4/3/2023,fanatik.com.tr,39
4/3/2023,fenerbahce.org,9
4/3/2023,finansgundem.com,2
4/3/2023,fotomac.com.tr,64
4/3/2023,fotospor.com,7
4/3/2023,galatasaray.org,5
4/3/2023,gazeteduvar.com.tr,38
4/3/2023,gazeteilksayfa.com,2
4/3/2023,gazeteoksijen.com,3
4/3/2023,gazetevatan.com,13
4/3/2023,gazianteppusula.com,3
4/3/2023,gercekgundem.com,2
4/3/2023,goal.com,3
4/3/2023,gunes.com,1
4/3/2023,gunisigigazetesi.net,1
4/3/2023,haber3.com,3
4/3/2023,haber7.com,38
4/3/2023,haber71.net,1
4/3/2023,habererk.com,3
4/3/2023,habergazetesi.com.tr,1
4/3/2023,haberglobal.com.tr,9
4/3/2023,haberler.com,77
4/3/2023,haberlerankara.com,4
4/3/2023,haberturk.com,146
4/3/2023,halkinsesi.com.tr,2
4/3/2023,halktv.com.tr,39
4/3/2023,hurriyet.com.tr,156
4/3/2023,iha.com.tr,7
4/3/2023,inegolonline.com,2
4/3/2023,internethaber.com,1
4/3/2023,investing.com,2
4/3/2023,isinolsa.com,1
4/3/2023,kamu3.com,3
4/3/2023,kamuajans.com,1
4/3/2023,kamudanhaber.net,1
4/3/2023,karamandan.com,4
4/3/2023,karar.com,5
4/3/2023,karsmanset.com,3
4/3/2023,kayserihaberler.com,2
4/3/2023,kayseriolay.com,2
4/3/2023,kocaelibarisgazetesi.com,1
4/3/2023,kocaeligazetesi.com.tr,1
4/3/2023,koinbox.net,2
4/3/2023,koinbulteni.com,4
4/3/2023,koinfinans.com,4
4/3/2023,kokpit.aero,1
4/3/2023,konhaber.com,1
4/3/2023,koroglugazetesi.com,1
4/3/2023,kriptokoin.com,2
4/3/2023,kurdistan24.net,1
4/3/2023,linehaber.com.tr,3
4/3/2023,log.com.tr,3
4/3/2023,mackolik.com,1
4/3/2023,mansetaydin.com,2
4/3/2023,meb.gov.tr,3
4/3/2023,mebhocam.com,3
4/3/2023,medimagazin.com.tr,1
4/3/2023,medyabar.com,21
4/3/2023,medyafaresi.com,2
4/3/2023,medyagazete.com,1
4/3/2023,medyaradar.com,1
4/3/2023,medyatava.com,1
4/3/2023,memurlar.net,16
4/3/2023,mersinhaber.com,7
4/3/2023,mersinhaberci.com,1
4/3/2023,milligazete.com.tr,10
4/3/2023,milliyet.com.tr,113
4/3/2023,motor1.com,1
4/3/2023,msn.com,2
4/3/2023,muhalif.com.tr,1
4/3/2023,muskarahaber.com,1
4/3/2023,mynet.com,61
4/3/2023,ntv.com.tr,73
4/3/2023,ntvspor.net,23
4/3/2023,odatv4.com,12
4/3/2023,olay53.com,6
4/3/2023,olaymedya.com,5
4/3/2023,oncevatan.com.tr,1
4/3/2023,oncurtv.com,3
4/3/2023,onedio.com,7
4/3/2023,ozgurkocaeli.com.tr,3
4/3/2023,paraanaliz.com,2
4/3/2023,paramedya.com.tr,1
4/3/2023,patronlardunyasi.com,2
4/3/2023,posta.com.tr,4
4/3/2023,pusulagazetesi.com.tr,5
4/3/2023,rizeninsesi.net,3
4/3/2023,rudaw.net,13
4/3/2023,sabah.com.tr,93
4/3/2023,saglikpersonelihaber.net,1
4/3/2023,samanyoluhaber.com,4
4/3/2023,shiftdelete.net,10
4/3/2023,sol.org.tr,9
4/3/2023,sondakika.com,142
4/3/2023,sondakikaon.com,1
4/3/2023,sonses.tv,1
4/3/2023,sozcu.com.tr,119
4/3/2023,sporx.com,9
4/3/2023,surmelihaber.com,3
4/3/2023,t24.com.tr,15
4/3/2023,takvim.com.tr,14
4/3/2023,tamindir.com,1
4/3/2023,tarimdanhaber.com,1
4/3/2023,tarsusakdeniz.com,4
4/3/2023,technopat.net,1
4/3/2023,teknolojioku.com,1
4/3/2023,tele1.com.tr,8
4/3/2023,telgraf.net,3
4/3/2023,tgrthaber.com.tr,10
4/3/2023,trthaber.com,6
4/3/2023,trtspor.com.tr,18
4/3/2023,turgutluyanki.com,1
4/3/2023,turkgun.com,2
4/3/2023,turkiyegazetesi.com.tr,4
4/3/2023,turkmmo.com,1
4/3/2023,turktime.com,2
4/3/2023,twitter.com,10
4/3/2023,ulusal.com.tr,5
4/3/2023,usakgundem.com,3
4/3/2023,vanpostasigazetesi.com,1
4/3/2023,vitrinhaber.com,8
4/3/2023,webrazzi.com,5
4/3/2023,webtekno.com,2
4/3/2023,yeniadimgazetesi.com,1
4/3/2023,yeniakit.com.tr,4
4/3/2023,yeniasir.com.tr,13
4/3/2023,yenicaggazetesi.com.tr,38
4/3/2023,yenigungazetesi.net,4
4/3/2023,yenihaberden.com,1
4/3/2023,yenisafak.com,11
4/3/2023,zhaber.com.tr,1
4/4/2023,61medya.com,1
4/4/2023,61saat.com,14
4/4/2023,61trabzonhaber.com,4
4/4/2023,90min.com,7
4/4/2023,aa.com.tr,19
4/4/2023,abcgazetesi.com,38
4/4/2023,afyonhaber.com,2
4/4/2023,ahaber.com.tr,20
4/4/2023,ajansmanisa.com,13
4/4/2023,ajansspor.com,32
4/4/2023,akilligundem.com,3
4/4/2023,aksam.com.tr,12
4/4/2023,al-ain.com,1
4/4/2023,alucrahaber.com,1
4/4/2023,anadoludabugun.com.tr,1
4/4/2023,anamurekspres.com,4
4/4/2023,ankara.bel.tr,1
4/4/2023,ankaragazetecisi.com,1
4/4/2023,aspor.com.tr,50
4/4/2023,avazturk.com,6
4/4/2023,aydinlik.com.tr,23
4/4/2023,basakgazetesi.com,1
4/4/2023,batmancagdas.com,1
4/4/2023,bbc.com,4
4/4/2023,bbnhaber.com.tr,2
4/4/2023,beyazgazete.com,21
4/4/2023,beyazgundem.com,1
4/4/2023,beyazperde.com,8
4/4/2023,bgazete.com.tr,1
4/4/2023,birgun.net,14
4/4/2023,bitcoinsistemi.com,16
4/4/2023,bjk.com.tr,1
4/4/2023,bloomberght.com,5
4/4/2023,bolugundem.com,4
4/4/2023,boluolay.com,1
4/4/2023,bomba32.com,3
4/4/2023,borsagundem.com,10
4/4/2023,borsamatik.com.tr,3
4/4/2023,brtk.net,1
4/4/2023,bugunkocaeli.com.tr,2
4/4/2023,bursa.com,1
4/4/2023,bursadabugun.com,5
4/4/2023,bursahakimiyet.com.tr,10
4/4/2023,cerkezkoybakis.com.tr,2
4/4/2023,chip.com.tr,9
4/4/2023,cnnturk.com,19
4/4/2023,coin-turk.com,8
4/4/2023,coinkolik.com,3
4/4/2023,cointelegraph.com,7
4/4/2023,colemerghaber.com,1
4/4/2023,cryptonews.com,1
4/4/2023,cthaber.com,1
4/4/2023,cumhuriyet.com.tr,104
4/4/2023,detaykibris.com,1
4/4/2023,dha.com.tr,5
4/4/2023,diken.com.tr,24
4/4/2023,dikgazete.com,1
4/4/2023,diyadinnet.com,2
4/4/2023,diziler.com,1
4/4/2023,dogruhaber.com.tr,2
4/4/2023,dokuzeylul.com,6
4/4/2023,donanimgunlugu.com,8
4/4/2023,donanimhaber.com,9
4/4/2023,dunya.com,6
4/4/2023,dunyabulteni.net,3
4/4/2023,egedesonsoz.com,1
4/4/2023,egemeclisi.com,1
4/4/2023,elazigsonhaber.com,1
4/4/2023,elbistaninsesi.com,1
4/4/2023,enerjigunlugu.net,3
4/4/2023,enerjiportali.com,4
4/4/2023,ensonhaber.com,49
4/4/2023,eskisehirekspres.net,1
4/4/2023,eurohoops.net,2
4/4/2023,evrensel.net,2
4/4/2023,f5haber.com,3
4/4/2023,fanatik.com.tr,34
4/4/2023,fenerbahce.org,7
4/4/2023,fortuneturkey.com,1
4/4/2023,fotomac.com.tr,83
4/4/2023,fotospor.com,6
4/4/2023,galatasaray.org,3
4/4/2023,gazete3.com.tr,1
4/4/2023,gazeteduvar.com.tr,43
4/4/2023,gazeteilksayfa.com,13
4/4/2023,gazeteoksijen.com,1
4/4/2023,gazeterize.com,3
4/4/2023,gazetevatan.com,26
4/4/2023,gazetezebra.com.tr,1
4/4/2023,gazianteppusula.com,2
4/4/2023,gazianteptime.com.tr,1
4/4/2023,gercekalanya.com,1
4/4/2023,gercekgundem.com,5
4/4/2023,gidahatti.com,1
4/4/2023,gumushane.gen.tr,1
4/4/2023,gumushanedenhaber.com,1
4/4/2023,gunebakis.com.tr,22
4/4/2023,gunisigigazetesi.net,1
4/4/2023,haber16.com,2
4/4/2023,haber3.com,9
4/4/2023,haber48.com.tr,1
4/4/2023,haber61.net,8
4/4/2023,haber7.com,48
4/4/2023,haberantalya.com,1
4/4/2023,haberdairesi.com,1
4/4/2023,habereguven.com,1
4/4/2023,habererk.com,4
4/4/2023,haberglobal.com.tr,7
4/4/2023,haberler.com,106
4/4/2023,haberlerankara.com,4
4/4/2023,haberlisin.com,1
4/4/2023,habermilas.com,2
4/4/2023,habernokta.net,1
4/4/2023,haberport.com,1
4/4/2023,haberts.com,12
4/4/2023,haberturk.com,167
4/4/2023,hakkariobjektifhaber.com,1
4/4/2023,halk54.com,4
4/4/2023,halktv.com.tr,39
4/4/2023,hurriyet.com.tr,190
4/4/2023,hwp.com.tr,1
4/4/2023,icisleri.gov.tr,2
4/4/2023,iha.com.tr,25
4/4/2023,imaret.com.tr,1
4/4/2023,internethaber.com,11
4/4/2023,investing.com,8
4/4/2023,isinolsa.com,3
4/4/2023,izgazete.net,1
4/4/2023,kamu3.com,1
4/4/2023,kamualimi.com,2
4/4/2023,kapadokyahaber.com.tr,1
4/4/2023,karamandan.com,2
4/4/2023,karamanhaber.com,1
4/4/2023,karar.com,14
4/4/2023,kibrisgazetesi.com,3
4/4/2023,kibrisgenctv.com,2
4/4/2023,kibrishaberci.com,2
4/4/2023,kibrispostasi.com,6
4/4/2023,kocaelibarisgazetesi.com,1
4/4/2023,kocaelifikir.com,1
4/4/2023,kocaeligazetesi.com.tr,3
4/4/2023,koinbox.net,4
4/4/2023,koinbulteni.com,5
4/4/2023,koinfinans.com,7
4/4/2023,kokpit.aero,1
4/4/2023,konhaber.com,1
4/4/2023,kriptokoin.com,10
4/4/2023,log.com.tr,1
4/4/2023,malatyaguncel.com,2
4/4/2023,mansetaydin.com,1
4/4/2023,mavikocaeli.com.tr,1
4/4/2023,meb.gov.tr,1
4/4/2023,mebhocam.com,5
4/4/2023,medyabar.com,5
4/4/2023,medyablok.org,2
4/4/2023,medyagazete.com,1
4/4/2023,medyatava.com,15
4/4/2023,memurlar.net,29
4/4/2023,mihraphaber.com,1
4/4/2023,milligazete.com.tr,8
4/4/2023,milliyet.com.tr,112
4/4/2023,msn.com,4
4/4/2023,muhalif.com.tr,2
4/4/2023,muskarahaber.com,2
4/4/2023,mynet.com,82
4/4/2023,ngazete.com,1
4/4/2023,normhaber.com,2
4/4/2023,ntv.com.tr,96
4/4/2023,ntvspor.net,36
4/4/2023,odatv4.com,18
4/4/2023,ogretmenlericin.com,1
4/4/2023,ogretmenlersitesi.com,2
4/4/2023,olay.com.tr,3
4/4/2023,olay53.com,20
4/4/2023,olaymedya.com,2
4/4/2023,oncekorfez.com,1
4/4/2023,oncevatan.com.tr,1
4/4/2023,oncurtv.com,1
4/4/2023,onedio.com,24
4/4/2023,orduolay.com,1
4/4/2023,ozgurkocaeli.com.tr,4
4/4/2023,paramedya.com.tr,1
4/4/2023,patronlardunyasi.com,2
4/4/2023,playtusu.com,3
4/4/2023,posta.com.tr,10
4/4/2023,pusulagazetesi.com.tr,3
4/4/2023,qha.com.tr,2
4/4/2023,rhaajans.com,5
4/4/2023,rudaw.net,3
4/4/2023,sabah.com.tr,98
4/4/2023,saglikpersonelihaber.net,1
4/4/2023,sakaryagazetesi.com.tr,1
4/4/2023,sakaryahaber.com,4
4/4/2023,samanyoluhaber.com,14
4/4/2023,savunmasanayist.com,1
4/4/2023,sayfahaber.com,1
4/4/2023,sehrivangazetesi.com,1
4/4/2023,shiftdelete.net,11
4/4/2023,silivrihurhaber.com,1
4/4/2023,sol.org.tr,4
4/4/2023,sondakika-24.com,1
4/4/2023,sondakika.com,203
4/4/2023,sozcu.com.tr,115
4/4/2023,sporx.com,11
4/4/2023,star.com.tr,4
4/4/2023,surmelihaber.com,1
4/4/2023,t24.com.tr,28
4/4/2023,takvim.com.tr,16
4/4/2023,tamindir.com,3
4/4/2023,tarimdanhaber.com,2
4/4/2023,tarsusakdeniz.com,3
4/4/2023,techinside.com,9
4/4/2023,technopat.net,1
4/4/2023,teknoblog.com,2
4/4/2023,teknokroki.com,1
4/4/2023,teknolojioku.com,12
4/4/2023,tele1.com.tr,6
4/4/2023,tgrthaber.com.tr,18
4/4/2023,trthaber.com,14
4/4/2023,trtspor.com.tr,18
4/4/2023,tum-haberler.com,3
4/4/2023,tunagazete.com,1
4/4/2023,turgutluyanki.com,2
4/4/2023,turizmajansi.com,2
4/4/2023,turkgun.com,5
4/4/2023,turkiyegazetesi.com.tr,7
4/4/2023,turkmmo.com,1
4/4/2023,turktime.com,2
4/4/2023,twitter.com,2
4/4/2023,ulusal.com.tr,11
4/4/2023,urfadabugun.com,2
4/4/2023,urfadegisim.com,1
4/4/2023,urfanatik.com,2
4/4/2023,usakgundem.com,3
4/4/2023,vanpostasigazetesi.com,2
4/4/2023,vitrinhaber.com,11
4/4/2023,webrazzi.com,12
4/4/2023,webtekno.com,7
4/4/2023,yasemin.com,1
4/4/2023,yeniadimgazetesi.com,1
4/4/2023,yeniakit.com.tr,7
4/4/2023,yenialanya.com,2
4/4/2023,yeniasir.com.tr,14
4/4/2023,yeniasya.com.tr,2
4/4/2023,yenicaggazetesi.com.tr,46
4/4/2023,yenigungazetesi.net,6
4/4/2023,yenihaberden.com,1
4/4/2023,yenikocaeli.com,1
4/4/2023,yenimeram.com.tr,1
4/4/2023,yenimesaj.com.tr,1
4/4/2023,yenisafak.com,14
4/4/2023,yerelingundemi.com,1
4/4/2023,yorumla.net,1
4/4/2023,yozgatcamlik.com,1
4/4/2023,yurtgazetesi.com.tr,4
4/4/2023,zhaber.com.tr,1
4/5/2023,61saat.com,7
4/5/2023,61trabzonhaber.com,2
4/5/2023,90min.com,2
4/5/2023,aa.com.tr,16
4/5/2023,abcgazetesi.com,17
4/5/2023,ahaber.com.tr,21
4/5/2023,airlinehaber.com,1
4/5/2023,airturkhaber.com,1
4/5/2023,ajanskarabuk.com,1
4/5/2023,ajansmanisa.com,3
4/5/2023,ajansspor.com,33
4/5/2023,akilligundem.com,2
4/5/2023,aksam.com.tr,12
4/5/2023,al-ain.com,4
4/5/2023,anadoludabugun.com.tr,2
4/5/2023,aspor.com.tr,54
4/5/2023,avazturk.com,5
4/5/2023,aydinlik.com.tr,11
4/5/2023,basakgazetesi.com,1
4/5/2023,bbc.com,2
4/5/2023,beyazgazete.com,7
4/5/2023,beyazperde.com,6
4/5/2023,bgazete.com.tr,5
4/5/2023,bianet.org,10
4/5/2023,birgun.net,27
4/5/2023,bitcoinsistemi.com,2
4/5/2023,bloomberght.com,4
4/5/2023,bolugundem.com,1
4/5/2023,borsagundem.com,5
4/5/2023,boxerdergisi.com.tr,6
4/5/2023,bugunkocaeli.com.tr,2
4/5/2023,burduryenigun.com,1
4/5/2023,bursadabugun.com,2
4/5/2023,bursahakimiyet.com.tr,2
4/5/2023,cagdaskocaeli.com.tr,1
4/5/2023,canakkalegundem.net,2
4/5/2023,canakkalekalem.com,2
4/5/2023,canakkaleolay.com,1
4/5/2023,chip.com.tr,2
4/5/2023,cnnturk.com,30
4/5/2023,coin-turk.com,2
4/5/2023,coinkolik.com,2
4/5/2023,cumhuriyet.com.tr,90
4/5/2023,demokrathaber.org,1
4/5/2023,demokratkocaeli.com,1
4/5/2023,dha.com.tr,3
4/5/2023,diken.com.tr,22
4/5/2023,diyanethaber.com.tr,2
4/5/2023,diziler.com,2
4/5/2023,dogruhaber.com.tr,11
4/5/2023,dokuzeylul.com,8
4/5/2023,dunya.com,8
4/5/2023,dunyabulteni.net,2
4/5/2023,edirnejethaber.com,1
4/5/2023,egedesonsoz.com,1
4/5/2023,enkocaeli.com,1
4/5/2023,ensonhaber.com,38
4/5/2023,erzurumgazetesi.com.tr,1
4/5/2023,esenlerdesonhaber.net,1
4/5/2023,euronews.com,1
4/5/2023,evrensel.net,8
4/5/2023,f5haber.com,7
4/5/2023,fanatik.com.tr,29
4/5/2023,fenerbahce.org,2
4/5/2023,fibhaber.com,1
4/5/2023,finansgundem.com,5
4/5/2023,fotomac.com.tr,65
4/5/2023,galatasaray.org,1
4/5/2023,gazeteduvar.com.tr,30
4/5/2023,gazeteilksayfa.com,9
4/5/2023,gazetekarinca.com,1
4/5/2023,gazeterize.com,1
4/5/2023,gazetevatan.com,8
4/5/2023,gaziantepgunes.com,3
4/5/2023,gercekgundem.com,3
4/5/2023,geredemedyatakip.com.tr,4
4/5/2023,gidahatti.com,2
4/5/2023,goal.com,5
4/5/2023,gumushane.gen.tr,1
4/5/2023,gumushanedenhaber.com,1
4/5/2023,gundemkibris.com,1
4/5/2023,gunebakis.com.tr,3
4/5/2023,gunes.com,1
4/5/2023,guneydoguguncel.com,1
4/5/2023,haber.aero,2
4/5/2023,haber1.com,2
4/5/2023,haber3.com,6
4/5/2023,haber61.net,8
4/5/2023,haber7.com,59
4/5/2023,haberalternatif.com,1
4/5/2023,haberdairesi.com,1
4/5/2023,haberglobal.com.tr,9
4/5/2023,haberler.com,106
4/5/2023,haberlerankara.com,2
4/5/2023,habernediyor.com,1
4/5/2023,haberport.com,4
4/5/2023,haberts.com,4
4/5/2023,haberturk.com,156
4/5/2023,habervakti.com,4
4/5/2023,halkinsesi.com.tr,3
4/5/2023,halktv.com.tr,34
4/5/2023,hurriyet.com.tr,132
4/5/2023,hwp.com.tr,1
4/5/2023,iha.com.tr,5
4/5/2023,imaret.com.tr,1
4/5/2023,internethaber.com,2
4/5/2023,investing.com,4
4/5/2023,iqna.ir,3
4/5/2023,isinolsa.com,9
4/5/2023,kamu3.com,1
4/5/2023,kamualimi.com,1
4/5/2023,kamugundemi.com,2
4/5/2023,kapadokyahaber.com.tr,2
4/5/2023,karabukderinhaber.com,1
4/5/2023,karabukgundem.com,1
4/5/2023,karabuknethaber.com,1
4/5/2023,karamandan.com,5
4/5/2023,karamanhaber.com,3
4/5/2023,karar.com,12
4/5/2023,kayseriolay.com,1
4/5/2023,kibrishaberci.com,2
4/5/2023,kocaelibarisgazetesi.com,1
4/5/2023,kocaeligazetesi.com.tr,4
4/5/2023,koinbulteni.com,2
4/5/2023,konhaber.com,5
4/5/2023,koroglugazetesi.com,1
4/5/2023,kurdistan24.net,1
4/5/2023,mackolik.com,1
4/5/2023,mansetaydin.com,1
4/5/2023,mebhocam.com,8
4/5/2023,medyabar.com,2
4/5/2023,medyaradar.com,3
4/5/2023,medyatava.com,11
4/5/2023,memurlar.net,13
4/5/2023,milligazete.com.tr,2
4/5/2023,milliyet.com.tr,100
4/5/2023,msn.com,3
4/5/2023,muhalif.com.tr,5
4/5/2023,mynet.com,59
4/5/2023,nazillihavadis.com,1
4/5/2023,nnchaber.com,1
4/5/2023,normhaber.com,1
4/5/2023,ntv.com.tr,92
4/5/2023,ntvspor.net,32
4/5/2023,odatv4.com,17
4/5/2023,ogretmenlericin.com,1
4/5/2023,ogretmenlersitesi.com,1
4/5/2023,olay.com.tr,3
4/5/2023,olay53.com,11
4/5/2023,olaymedya.com,5
4/5/2023,oncevatan.com.tr,2
4/5/2023,onedio.com,14
4/5/2023,ortadogugazetesi.com,1
4/5/2023,ozgunkocaeli.com.tr,2
4/5/2023,ozgurdersim.com,1
4/5/2023,ozgurkocaeli.com.tr,4
4/5/2023,palinfo.com,3
4/5/2023,paraanaliz.com,2
4/5/2023,patronlardunyasi.com,1
4/5/2023,playtusu.com,1
4/5/2023,politikyol.com,1
4/5/2023,posta.com.tr,10
4/5/2023,pusulagazetesi.com.tr,11
4/5/2023,qha.com.tr,2
4/5/2023,rudaw.net,14
4/5/2023,sabah.com.tr,84
4/5/2023,savunmasanayist.com,1
4/5/2023,sehrivangazetesi.com,3
4/5/2023,sesgazetesi.com.tr,1
4/5/2023,seskocaeli.com,2
4/5/2023,sha.com.tr,2
4/5/2023,shiftdelete.net,4
4/5/2023,sol.org.tr,3
4/5/2023,sondakika.com,151
4/5/2023,sozcu.com.tr,96
4/5/2023,sporundibi.com,2
4/5/2023,sporx.com,14
4/5/2023,star.com.tr,5
4/5/2023,surmelihaber.com,3
4/5/2023,t24.com.tr,19
4/5/2023,takvim.com.tr,21
4/5/2023,tamindir.com,5
4/5/2023,tele1.com.tr,4
4/5/2023,tgrthaber.com.tr,5
4/5/2023,tolgaozbek.com,2
4/5/2023,trthaber.com,19
4/5/2023,trtspor.com.tr,13
4/5/2023,tum-haberler.com,4
4/5/2023,turkiyegazetesi.com.tr,3
4/5/2023,twitter.com,3
4/5/2023,urfanatik.com,1
4/5/2023,usakgundem.com,10
4/5/2023,uzmancoin.com,2
4/5/2023,vanekspres.com.tr,1
4/5/2023,vanpostasigazetesi.com,1
4/5/2023,vitrinhaber.com,4
4/5/2023,wanhaber.com,1
4/5/2023,webaslan.com,4
4/5/2023,yasemin.com,1
4/5/2023,yeniakit.com.tr,11
4/5/2023,yenialanya.com,1
4/5/2023,yeniasir.com.tr,8
4/5/2023,yeniasya.com.tr,3
4/5/2023,yenicaggazetesi.com.tr,38
4/5/2023,yenigungazetesi.net,5
4/5/2023,yenimesaj.com.tr,1
4/5/2023,yenisafak.com,21
4/5/2023,yerelingundemi.com,4
4/5/2023,yozgatcamlik.com,2
4/5/2023,zhaber.com.tr,1
4/6/2023,5mid.com,16
4/6/2023,61saat.com,1
4/6/2023,aa.com.tr,15
4/6/2023,abcgazetesi.com,16
4/6/2023,adagazetesi.com.tr,1
4/6/2023,adiyamanlilar.net,1
4/6/2023,ahaber.com.tr,26
4/6/2023,ajansmanisa.com,10
4/6/2023,ajansspor.com,22
4/6/2023,akilligundem.com,1
4/6/2023,aksam.com.tr,16
4/6/2023,anadoludabugun.com.tr,2
4/6/2023,anadolugazete.com.tr,3
4/6/2023,anamurekspres.com,5
4/6/2023,ankahaber.net,1
4/6/2023,ardahanhaberi.com,1
4/6/2023,aspor.com.tr,34
4/6/2023,avazturk.com,4
4/6/2023,aydindenge.com.tr,1
4/6/2023,aydinlik.com.tr,7
4/6/2023,bafra55.net,1
4/6/2023,bbc.com,2
4/6/2023,bbnhaber.com.tr,3
4/6/2023,beyazgazete.com,8
4/6/2023,beyazperde.com,6
4/6/2023,birgun.net,20
4/6/2023,bloomberght.com,1
4/6/2023,bomba32.com,1
4/6/2023,brtk.net,1
4/6/2023,btgunlugu.com,1
4/6/2023,burdurgazetesi.com,1
4/6/2023,bursadabugun.com,4
4/6/2023,bursahakimiyet.com.tr,3
4/6/2023,bursatv.com.tr,1
4/6/2023,buyuksivas.com,2
4/6/2023,canakkalekalem.com,1
4/6/2023,canakkaleyorum.com,1
4/6/2023,cnnturk.com,31
4/6/2023,coinkolik.com,5
4/6/2023,corumhakimiyet.net,1
4/6/2023,cumhuriyet.com.tr,103
